Area Name,Birth place,Total,Male,Female,Rural_Total,Urban_Total
State - TRIPURA (16),Goa,3,2,1,1,2
State - TRIPURA (16),Lakshadweep,5,4,1,4,1
State - TRIPURA (16),Kerala,171,90,81,62,109
State - TRIPURA (16),Tamil Nadu,220,100,120,136,84
State - TRIPURA (16),Puducherry,6,3,3,0,6
State - TRIPURA (16),Andaman & Nicobar Islands,4,3,1,1,3
State - TRIPURA (16),Afganistan,1,1,0,1,0
State - TRIPURA (16),Bangladesh,256559,124339,132220,156423,100136
State - TRIPURA (16),Bhutan,3,1,2,2,1
State - TRIPURA (16),Indonesia,1,0,1,1,0
State - TRIPURA (16),Malaysia,1,1,0,0,1
State - TRIPURA (16),Mayanmar,77,38,39,36,41
State - TRIPURA (16),Nepal,187,109,78,62,125
State - TRIPURA (16),Pakistan,572,312,260,375,197
State - TRIPURA (16),Germany,1,1,0,0,1
State - TRIPURA (16),UK,6,3,3,1,5
State - TRIPURA (16),Canada,2,1,1,0,2
State - TRIPURA (16),U.S.A.,2,0,2,0,2
State - MEGHALAYA (17),Jammu & Kashmir,373,185,188,163,210
State - MEGHALAYA (17),Himachal Pradesh,316,164,152,96,220
State - MEGHALAYA (17),Punjab,988,451,537,194,794
State - MEGHALAYA (17),Chandigarh,30,16,14,17,13
State - MEGHALAYA (17),Uttarakhand,1229,549,680,317,912
State - MEGHALAYA (17),Haryana,531,235,296,199,332
State - MEGHALAYA (17),NCT of Delhi,1,0,1,0,1
State - MEGHALAYA (17),Rajasthan,1992,1174,818,337,1655
State - MEGHALAYA (17),Uttar Pradesh,3356,1669,1687,1026,2330
State - MEGHALAYA (17),Bihar,15330,9290,6040,2901,12429
State - MEGHALAYA (17),Sikkim,151,86,65,30,121
State - MEGHALAYA (17),Arunachal Pradesh,1030,630,400,155,875
State - MEGHALAYA (17),Nagaland,1732,896,836,277,1455
State - MEGHALAYA (17),Manipur,6852,3338,3514,1034,5818
State - MEGHALAYA (17),Mizoram,2253,1022,1231,272,1981
State - MEGHALAYA (17),Tripura,3139,1814,1325,483,2656
State - MEGHALAYA (17),Assam,68340,31683,36657,41968,26372
State - MEGHALAYA (17),West Bengal,5921,2829,3092,1744,4177
State - MEGHALAYA (17),Jharkhand,638,318,320,145,493
State - MEGHALAYA (17),Odisha,648,327,321,220,428
State - MEGHALAYA (17),Chhattisgarh,60,28,32,14,46
State - MEGHALAYA (17),Madhya Pradesh,359,165,194,77,282
State - MEGHALAYA (17),Gujarat,173,80,93,38,135
State - MEGHALAYA (17),Dadra & Nagar Haveli,1,1,0,1,0
State - MEGHALAYA (17),Maharashtra,579,241,338,129,450
State - MEGHALAYA (17),Andhra Pradesh,395,168,227,112,283
State - MEGHALAYA (17),Karnataka,301,135,166,69,232
State - MEGHALAYA (17),Goa,13,5,8,1,12
State - MEGHALAYA (17),Lakshadweep,12,9,3,12,0
State - MEGHALAYA (17),Kerala,1063,524,539,340,723
State - MEGHALAYA (17),Tamil Nadu,336,158,178,112,224
State - MEGHALAYA (17),Puducherry,14,9,5,3,11
State - MEGHALAYA (17),Andaman & Nicobar Islands,5,2,3,1,4
State - MEGHALAYA (17),Afganistan,2,2,0,1,1
State - MEGHALAYA (17),Bangladesh,3556,1705,1851,2885,671
State - MEGHALAYA (17),Bhutan,104,55,49,21,83
State - MEGHALAYA (17),China,62,36,26,0,62
State - MEGHALAYA (17),Japan,1,0,1,0,1
State - MEGHALAYA (17),Kuwait,1,1,0,0,1
State - MEGHALAYA (17),Malaysia,1,0,1,0,1
State - MEGHALAYA (17),Mayanmar,17,10,7,5,12
State - MEGHALAYA (17),Nepal,4223,2397,1826,1491,2732
State - MEGHALAYA (17),Pakistan,151,86,65,102,49
State - MEGHALAYA (17),Singapore,2,1,1,0,2
State - MEGHALAYA (17),Sri Lanka,1,1,0,0,1
State - MEGHALAYA (17),Germany,6,3,3,1,5
State - MEGHALAYA (17),UK,7,5,2,1,6
State - MEGHALAYA (17),Nigeria,1,1,0,0,1
State - MEGHALAYA (17),Canada,2,1,1,0,2
State - MEGHALAYA (17),U.S.A.,11,5,6,1,10
State - MEGHALAYA (17),Australia,4,3,1,0,4
State - ASSAM (18),Jammu & Kashmir,2180,1303,877,1727,453
State - ASSAM (18),Himachal Pradesh,1159,712,447,830,329
State - ASSAM (18),Punjab,4601,2478,2123,1105,3496
State - ASSAM (18),Chandigarh,211,104,107,74,137
State - ASSAM (18),Uttarakhand,1245,739,506,584,661
State - ASSAM (18),Haryana,3788,2063,1725,872,2916
State - ASSAM (18),NCT of Delhi,2567,1070,1497,702,1865
State - ASSAM (18),Rajasthan,32389,18025,14364,4337,28052
State - ASSAM (18),Uttar Pradesh,41384,21927,19457,17543,23841
State - ASSAM (18),Bihar,172542,105293,67249,55907,116635
State - ASSAM (18),Sikkim,1260,589,671,1037,223
State - ASSAM (18),Arunachal Pradesh,18728,6528,12200,13491,5237
State - ASSAM (18),Nagaland,24180,10084,14096,17342,6838
State - ASSAM (18),Manipur,13963,5962,8001,8160,5803
State - ASSAM (18),Mizoram,3281,1464,1817,1767,1514
State - ASSAM (18),Tripura,44674,17527,27147,24177,20497
State - ASSAM (18),Meghalaya,43329,16515,26814,23992,19337
State - ASSAM (18),West Bengal,109980,40181,69799,49457,60523
State - ASSAM (18),Jharkhand,13341,6872,6469,10887,2454
State - ASSAM (18),Odisha,6290,3392,2898,3426,2864
State - ASSAM (18),Chhattisgarh,1340,671,669,1105,235
State - ASSAM (18),Madhya Pradesh,2771,1346,1425,1755,1016
State - ASSAM (18),Gujarat,960,475,485,245,715
State - ASSAM (18),Daman & Diu,1,0,1,1,0
State - ASSAM (18),Dadra & Nagar Haveli,7,4,3,6,1
State - ASSAM (18),Maharashtra,2354,1065,1289,866,1488
State - ASSAM (18),Andhra Pradesh,5427,2518,2909,1415,4012
State - ASSAM (18),Karnataka,860,371,489,327,533
State - ASSAM (18),Goa,50,19,31,16,34
State - ASSAM (18),Lakshadweep,215,126,89,200,15
State - ASSAM (18),Kerala,1897,955,942,772,1125
State - ASSAM (18),Tamil Nadu,1251,694,557,505,746
State - ASSAM (18),Puducherry,16,6,10,4,12
State - ASSAM (18),Andaman & Nicobar Islands,72,29,43,27,45
State - ASSAM (18),Afganistan,136,133,3,67,69
State - ASSAM (18),Bangladesh,88192,43948,44244,57842,30350
State - ASSAM (18),Bhutan,628,186,442,474,154
State - ASSAM (18),China,9,3,6,6,3
State - ASSAM (18),Indonesia,2,0,2,1,1
State - ASSAM (18),Iran,1,0,1,0,1
State - ASSAM (18),Iraq,1,0,1,0,1
State - ASSAM (18),Japan,5,1,4,1,4
State - ASSAM (18),Kuwait,3,3,0,1,2
State - ASSAM (18),Malaysia,5,1,4,1,4
State - ASSAM (18),Mayanmar,343,161,182,213,130
State - ASSAM (18),Nepal,11501,5842,5659,8340,3161
State - ASSAM (18),Pakistan,5004,2652,2352,3797,1207
State - ASSAM (18),Saudi Arabia,5,3,2,1,4
State - ASSAM (18),Singapore,6,3,3,1,5
State - ASSAM (18),Sri Lanka,3,1,2,2,1
State - ASSAM (18),United Arab Emirates,19,7,12,11,8
State - ASSAM (18),Germany,4,1,3,1,3
State - ASSAM (18),UK,33,9,24,9,24
State - ASSAM (18),Kenya,2,1,1,1,1
State - ASSAM (18),Nigeria,1,1,0,1,0
State - ASSAM (18),Canada,4,2,2,3,1
State - ASSAM (18),U.S.A.,27,14,13,5,22
State - ASSAM (18),Australia,2,1,1,1,1
State - WEST BENGAL (19),Jammu & Kashmir,4191,2318,1873,1575,2616
State - WEST BENGAL (19),Himachal Pradesh,2259,1162,1097,733,1526
State - WEST BENGAL (19),Punjab,18079,9230,8849,1950,16129
State - WEST BENGAL (19),Chandigarh,741,355,386,162,579
State - WEST BENGAL (19),Uttarakhand,3530,1631,1899,766,2764
State - WEST BENGAL (19),Haryana,11790,6330,5460,1432,10358
State - WEST BENGAL (19),NCT of Delhi,12403,5576,6827,2980,9423
State - WEST BENGAL (19),Rajasthan,63661,33473,30188,3717,59944
State - WEST BENGAL (19),Uttar Pradesh,249993,135522,114471,20732,229261
State - WEST BENGAL (19),Bihar,1149023,606546,542477,195794,953229
State - WEST BENGAL (19),Sikkim,11473,2704,8769,7030,4443
State - WEST BENGAL (19),Arunachal Pradesh,2056,896,1160,851,1205
State - WEST BENGAL (19),Nagaland,2982,1580,1402,1262,1720
State - WEST BENGAL (19),Manipur,3049,1416,1633,1055,1994
State - WEST BENGAL (19),Mizoram,575,250,325,170,405
State - WEST BENGAL (19),Tripura,21724,11178,10546,3958,17766
State - WEST BENGAL (19),Meghalaya,7232,3096,4136,1881,5351
State - WEST BENGAL (19),Assam,169018,69279,99739,67574,101444
State - WEST BENGAL (19),Jharkhand,464133,127955,336178,235015,229118
State - WEST BENGAL (19),Odisha,144770,61903,82867,52213,92557
State - WEST BENGAL (19),Chhattisgarh,7781,3254,4527,1459,6322
State - WEST BENGAL (19),Madhya Pradesh,15779,6844,8935,2536,13243
State - WEST BENGAL (19),Gujarat,13249,6255,6994,1409,11840
State - WEST BENGAL (19),Daman & Diu,8,3,5,2,6
State - WEST BENGAL (19),Dadra & Nagar Haveli,121,51,70,80,41
State - WEST BENGAL (19),Maharashtra,22991,9797,13194,4664,18327
State - WEST BENGAL (19),Andhra Pradesh,16590,7460,9130,1693,14897
State - WEST BENGAL (19),Karnataka,4066,1806,2260,764,3302
State - WEST BENGAL (19),Goa,351,167,184,99,252
State - WEST BENGAL (19),Lakshadweep,170,98,72,94,76
State - WEST BENGAL (19),Kerala,7723,3675,4048,866,6857
State - WEST BENGAL (19),Tamil Nadu,7525,3684,3841,665,6860
State - WEST BENGAL (19),Puducherry,177,67,110,76,101
State - WEST BENGAL (19),Andaman & Nicobar Islands,1400,580,820,477,923
State - WEST BENGAL (19),Afganistan,166,153,13,10,156
State - WEST BENGAL (19),Bangladesh,2222091,1141821,1080270,944991,1277100
State - WEST BENGAL (19),Bhutan,3162,1340,1822,1303,1859
State - WEST BENGAL (19),China,227,119,108,30,197
State - WEST BENGAL (19),Indonesia,16,4,12,1,15
State - WEST BENGAL (19),Iran,14,8,6,4,10
State - WEST BENGAL (19),Iraq,7,6,1,1,6
State - WEST BENGAL (19),Japan,60,27,33,25,35
State - WEST BENGAL (19),Kuwait,23,11,12,4,19
State - WEST BENGAL (19),Malaysia,71,32,39,8,63
State - WEST BENGAL (19),Maldives,6,3,3,0,6
State - WEST BENGAL (19),Mayanmar,2807,1346,1461,111,2696
State - WEST BENGAL (19),Nepal,31162,12306,18856,15145,16017
State - WEST BENGAL (19),Pakistan,8068,4097,3971,2839,5229
State - WEST BENGAL (19),Saudi Arabia,38,18,20,9,29
State - WEST BENGAL (19),Singapore,82,41,41,12,70
State - WEST BENGAL (19),Sri Lanka,58,26,32,8,50
State - WEST BENGAL (19),Turkey,1,0,1,0,1
State - WEST BENGAL (19),United Arab Emirates,121,58,63,14,107
State - WEST BENGAL (19),Vietnam,5,1,4,0,5
State - WEST BENGAL (19),France,23,8,15,3,20
State - WEST BENGAL (19),Germany,76,29,47,2,74
State - WEST BENGAL (19),Portugal,3,3,0,0,3
State - WEST BENGAL (19),UK,439,199,240,16,423
State - WEST BENGAL (19),Kenya,12,4,8,0,12
State - WEST BENGAL (19),Mauritius,3,1,2,1,2
State - WEST BENGAL (19),Nigeria,24,16,8,0,24
State - WEST BENGAL (19),Uganda,1,0,1,0,1
State - WEST BENGAL (19),Zambia,1,0,1,0,1
State - WEST BENGAL (19),Canada,55,27,28,5,50
State - WEST BENGAL (19),U.S.A.,629,310,319,29,600
State - WEST BENGAL (19),Australia,34,20,14,4,30
State - WEST BENGAL (19),Fiji,1,0,1,0,1
State - JHARKHAND (20),Jammu & Kashmir,1095,528,567,328,767
State - JHARKHAND (20),Himachal Pradesh,1058,462,596,273,785
State - JHARKHAND (20),Punjab,10089,4815,5274,861,9228
State - JHARKHAND (20),Chandigarh,189,87,102,14,175
State - JHARKHAND (20),Uttarakhand,1429,599,830,223,1206
State - JHARKHAND (20),Haryana,3500,1708,1792,378,3122
State - JHARKHAND (20),NCT of Delhi,5047,1946,3101,1015,4032
State - JHARKHAND (20),Rajasthan,10358,5073,5285,845,9513
State - JHARKHAND (20),Uttar Pradesh,112161,46329,65832,25988,86173
State - JHARKHAND (20),Bihar,1400858,572474,828384,366691,1034167
State - JHARKHAND (20),Sikkim,92,35,57,22,70
State - JHARKHAND (20),Arunachal Pradesh,122,44,78,46,76
State - JHARKHAND (20),Nagaland,177,68,109,58,119
State - JHARKHAND (20),Manipur,222,95,127,58,164
State - JHARKHAND (20),Mizoram,110,42,68,76,34
State - JHARKHAND (20),Tripura,415,192,223,80,335
State - JHARKHAND (20),Meghalaya,209,89,120,38,171
State - JHARKHAND (20),Assam,4865,1646,3219,1889,2976
State - JHARKHAND (20),West Bengal,502855,106836,396019,265619,237236
State - JHARKHAND (20),Odisha,127318,28338,98980,66074,61244
State - JHARKHAND (20),Chhattisgarh,42617,7994,34623,26780,15837
State - JHARKHAND (20),Madhya Pradesh,10435,3260,7175,3157,7278
State - JHARKHAND (20),Gujarat,4344,1768,2576,606,3738
State - JHARKHAND (20),Daman & Diu,3,1,2,0,3
State - JHARKHAND (20),Dadra & Nagar Haveli,6,2,4,2,4
State - JHARKHAND (20),Maharashtra,6694,2523,4171,1221,5473
State - JHARKHAND (20),Andhra Pradesh,8756,3895,4861,645,8111
State - JHARKHAND (20),Karnataka,1555,612,943,336,1219
State - JHARKHAND (20),Goa,149,55,94,69,80
State - JHARKHAND (20),Lakshadweep,46,24,22,26,20
State - JHARKHAND (20),Kerala,4460,1907,2553,672,3788
State - JHARKHAND (20),Tamil Nadu,3206,1492,1714,330,2876
State - JHARKHAND (20),Puducherry,48,24,24,9,39
State - JHARKHAND (20),Andaman & Nicobar Islands,242,89,153,125,117
State - JHARKHAND (20),Afganistan,33,15,18,15,18
State - JHARKHAND (20),Bangladesh,4756,2304,2452,879,3877
State - JHARKHAND (20),Bhutan,118,42,76,75,43
State - JHARKHAND (20),China,1312,1239,73,1307,5
State - JHARKHAND (20),Indonesia,3,3,0,0,3
State - JHARKHAND (20),Iran,4,2,2,0,4
State - JHARKHAND (20),Iraq,3,3,0,0,3
State - JHARKHAND (20),Japan,9,3,6,4,5
State - JHARKHAND (20),Kuwait,4,4,0,0,4
State - JHARKHAND (20),Malaysia,7,4,3,0,7
State - JHARKHAND (20),Mayanmar,145,79,66,7,138
State - JHARKHAND (20),Nepal,4360,1908,2452,649,3711
State - JHARKHAND (20),Pakistan,1726,830,896,75,1651
State - JHARKHAND (20),Saudi Arabia,34,16,18,0,34
State - JHARKHAND (20),Singapore,12,4,8,1,11
State - JHARKHAND (20),Sri Lanka,5,1,4,0,5
State - JHARKHAND (20),United Arab Emirates,37,19,18,3,34
State - JHARKHAND (20),Kazakstan,1,0,1,0,1
State - JHARKHAND (20),Vietnam,33,14,19,15,18
State - JHARKHAND (20),France,1,1,0,0,1
State - JHARKHAND (20),Germany,12,6,6,2,10
State - JHARKHAND (20),UK,38,12,26,2,36
State - JHARKHAND (20),Kenya,12,6,6,1,11
State - JHARKHAND (20),Zambia,7,2,5,3,4
State - JHARKHAND (20),Canada,8,1,7,1,7
State - JHARKHAND (20),U.S.A.,113,57,56,6,107
State - JHARKHAND (20),Australia,44,25,19,12,32
State - JHARKHAND (20),Fiji,1,0,1,0,1
State - ODISHA (21),Jammu & Kashmir,4409,2762,1647,3515,894
State - ODISHA (21),Himachal Pradesh,776,426,350,327,449
State - ODISHA (21),Punjab,6185,3252,2933,1167,5018
State - ODISHA (21),Chandigarh,171,84,87,58,113
State - ODISHA (21),Uttarakhand,759,413,346,201,558
State - ODISHA (21),Haryana,5025,2858,2167,1081,3944
State - ODISHA (21),NCT of Delhi,4054,1886,2168,1187,2867
State - ODISHA (21),Rajasthan,12208,6780,5428,2145,10063
State - ODISHA (21),Uttar Pradesh,34093,19358,14735,7229,26864
State - ODISHA (21),Bihar,126729,68836,57893,25455,101274
State - ODISHA (21),Sikkim,62,27,35,22,40
State - ODISHA (21),Arunachal Pradesh,413,154,259,335,78
State - ODISHA (21),Nagaland,330,185,145,219,111
State - ODISHA (21),Manipur,324,225,99,149,175
State - ODISHA (21),Mizoram,39,24,15,15,24
State - ODISHA (21),Tripura,477,311,166,203,274
State - ODISHA (21),Meghalaya,183,102,81,68,115
State - ODISHA (21),Assam,4241,2014,2227,1731,2510
State - ODISHA (21),West Bengal,163977,56762,107215,88071,75906
State - ODISHA (21),Jharkhand,167576,53673,113903,92366,75210
State - ODISHA (21),Chhattisgarh,124472,23687,100785,98519,25953
State - ODISHA (21),Madhya Pradesh,11884,4965,6919,5213,6671
State - ODISHA (21),Gujarat,7059,3487,3572,2715,4344
State - ODISHA (21),Daman & Diu,4,3,1,1,3
State - ODISHA (21),Dadra & Nagar Haveli,41,10,31,34,7
State - ODISHA (21),Maharashtra,9770,4175,5595,3076,6694
State - ODISHA (21),Andhra Pradesh,123973,40902,83071,53833,70140
State - ODISHA (21),Karnataka,2369,1064,1305,879,1490
State - ODISHA (21),Goa,207,73,134,89,118
State - ODISHA (21),Lakshadweep,118,68,50,108,10
State - ODISHA (21),Kerala,5008,2520,2488,1038,3970
State - ODISHA (21),Tamil Nadu,4372,2273,2099,1293,3079
State - ODISHA (21),Puducherry,106,43,63,49,57
State - ODISHA (21),Andaman & Nicobar Islands,163,55,108,52,111
State - ODISHA (21),Afganistan,10,8,2,0,10
State - ODISHA (21),Bangladesh,38879,19943,18936,35353,3526
State - ODISHA (21),Bhutan,31,21,10,8,23
State - ODISHA (21),China,167,157,10,103,64
State - ODISHA (21),Indonesia,9,6,3,2,7
State - ODISHA (21),Iran,7,3,4,0,7
State - ODISHA (21),Iraq,3,3,0,0,3
State - ODISHA (21),Japan,11,2,9,3,8
State - ODISHA (21),Kuwait,4,0,4,0,4
State - ODISHA (21),Malaysia,14,8,6,0,14
State - ODISHA (21),Mayanmar,178,79,99,8,170
State - ODISHA (21),Nepal,3226,1923,1303,592,2634
State - ODISHA (21),Pakistan,1385,657,728,653,732
State - ODISHA (21),Saudi Arabia,6,4,2,0,6
State - ODISHA (21),Singapore,14,6,8,0,14
State - ODISHA (21),Sri Lanka,26,14,12,5,21
State - ODISHA (21),United Arab Emirates,6,2,4,0,6
State - ODISHA (21),France,4,0,4,2,2
State - ODISHA (21),Germany,4,2,2,0,4
State - ODISHA (21),UK,17,10,7,0,17
State - ODISHA (21),Kenya,8,7,1,1,7
State - ODISHA (21),Nigeria,7,5,2,0,7
State - ODISHA (21),Uganda,3,0,3,2,1
State - ODISHA (21),Canada,7,2,5,1,6
State - ODISHA (21),U.S.A.,163,88,75,15,148
State - ODISHA (21),Australia,4,3,1,0,4
State - ODISHA (21),Fiji,1,0,1,0,1
State - CHHATTISGARH (22),Jammu & Kashmir,3162,1801,1361,2218,944
State - CHHATTISGARH (22),Himachal Pradesh,1531,781,750,547,984
State - CHHATTISGARH (22),Punjab,17087,9075,8012,1771,15316
State - CHHATTISGARH (22),Chandigarh,170,76,94,67,103
State - CHHATTISGARH (22),Uttarakhand,2531,1263,1268,497,2034
State - CHHATTISGARH (22),Haryana,12696,7188,5508,3415,9281
State - CHHATTISGARH (22),NCT of Delhi,5593,2634,2959,1274,4319
State - CHHATTISGARH (22),Rajasthan,22820,12435,10385,2632,20188
State - CHHATTISGARH (22),Uttar Pradesh,180439,91737,88702,36722,143717
State - CHHATTISGARH (22),Bihar,158581,85327,73254,24696,133885
State - CHHATTISGARH (22),Sikkim,47,26,21,22,25
State - CHHATTISGARH (22),Arunachal Pradesh,126,75,51,68,58
State - CHHATTISGARH (22),Nagaland,103,45,58,25,78
State - CHHATTISGARH (22),Manipur,92,49,43,20,72
State - CHHATTISGARH (22),Mizoram,17,7,10,3,14
State - CHHATTISGARH (22),Tripura,254,134,120,37,217
State - CHHATTISGARH (22),Meghalaya,74,38,36,9,65
State - CHHATTISGARH (22),Assam,4026,1951,2075,1856,2170
State - CHHATTISGARH (22),West Bengal,58247,29114,29133,9764,48483
State - CHHATTISGARH (22),Jharkhand,114968,45564,69404,56834,58134
State - CHHATTISGARH (22),Odisha,248532,72942,175590,134621,113911
State - CHHATTISGARH (22),Madhya Pradesh,276337,115561,160776,95182,181155
State - CHHATTISGARH (22),Gujarat,12284,5851,6433,1128,11156
State - CHHATTISGARH (22),Daman & Diu,6,4,2,3,3
State - CHHATTISGARH (22),Dadra & Nagar Haveli,4,2,2,3,1
State - CHHATTISGARH (22),Maharashtra,118014,42631,75383,26555,91459
State - CHHATTISGARH (22),Andhra Pradesh,46259,20365,25894,4287,41972
State - CHHATTISGARH (22),Karnataka,2313,1072,1241,278,2035
State - CHHATTISGARH (22),Goa,94,43,51,20,74
State - CHHATTISGARH (22),Lakshadweep,195,131,64,171,24
State - CHHATTISGARH (22),Kerala,13988,6678,7310,1103,12885
State - CHHATTISGARH (22),Tamil Nadu,5263,2624,2639,563,4700
State - CHHATTISGARH (22),Puducherry,16,4,12,0,16
State - CHHATTISGARH (22),Andaman & Nicobar Islands,277,115,162,122,155
State - CHHATTISGARH (22),Afganistan,16,7,9,8,8
State - CHHATTISGARH (22),Bangladesh,27222,14110,13112,19490,7732
State - CHHATTISGARH (22),Bhutan,39,22,17,27,12
State - CHHATTISGARH (22),China,423,337,86,282,141
State - CHHATTISGARH (22),Indonesia,1,1,0,0,1
State - CHHATTISGARH (22),Iran,4,1,3,0,4
State - CHHATTISGARH (22),Japan,5,1,4,2,3
State - CHHATTISGARH (22),Kuwait,8,4,4,3,5
State - CHHATTISGARH (22),Malaysia,11,2,9,0,11
State - CHHATTISGARH (22),Mayanmar,89,42,47,5,84
State - CHHATTISGARH (22),Nepal,2180,1283,897,340,1840
State - CHHATTISGARH (22),Pakistan,9532,4782,4750,681,8851
State - CHHATTISGARH (22),Saudi Arabia,27,17,10,0,27
State - CHHATTISGARH (22),Singapore,9,3,6,0,9
State - CHHATTISGARH (22),Sri Lanka,13,7,6,0,13
State - CHHATTISGARH (22),Turkey,4,1,3,0,4
State - CHHATTISGARH (22),United Arab Emirates,5,2,3,1,4
State - CHHATTISGARH (22),France,1,0,1,0,1
State - CHHATTISGARH (22),Portugal,1,1,0,1,0
State - CHHATTISGARH (22),UK,6,3,3,0,6
State - CHHATTISGARH (22),Kenya,6,1,5,0,6
State - CHHATTISGARH (22),Mauritius,1,0,1,1,0
