AreaName,BirthPlace,Total_Persons,Total_Males,Total_Females,Rural_Persons,Rural_Males,Rural_Females,Urban_Persons,Urban_Males,Urban_Females
HARYANA,Mauritius,6,2,4,0,0,0,6,2,4
HARYANA,Nigeria,29,15,14,3,3,0,26,12,14
HARYANA,Uganda,7,4,3,0,0,0,7,4,3
HARYANA,Zambia,6,4,2,1,0,1,5,4,1
HARYANA,Canada,176,95,81,36,19,17,140,76,64
HARYANA,U.S.A.,814,415,399,32,12,20,782,403,379
HARYANA,Australia,124,66,58,41,23,18,83,43,40
HARYANA,Fiji,7,2,5,1,0,1,6,2,4
NCT OF DELHI,Jammu & Kashmir,36854,18371,18483,241,129,112,36613,18242,18371
NCT OF DELHI,Himachal Pradesh,82652,43188,39464,945,505,440,81707,42683,39024
NCT OF DELHI,Punjab,247856,116374,131482,1472,726,746,246384,115648,130736
NCT OF DELHI,Chandigarh,6567,2598,3969,56,16,40,6511,2582,3929
NCT OF DELHI,Uttarakhand,310472,162695,147777,7118,3742,3376,303354,158953,144401
NCT OF DELHI,Haryana,658972,268459,390513,40154,5579,34575,618818,262880,355938
NCT OF DELHI,Rajasthan,319013,163052,155961,4251,2059,2192,314762,160993,153769
NCT OF DELHI,Uttar Pradesh,2904861,1552457,1352404,51213,25606,25607,2853648,1526851,1326797
NCT OF DELHI,Bihar,1147717,688458,459259,29666,17211,12455,1118051,671247,446804
NCT OF DELHI,Sikkim,748,345,403,14,8,6,734,337,397
NCT OF DELHI,Arunachal Pradesh,920,452,468,15,5,10,905,447,458
NCT OF DELHI,Nagaland,1552,791,761,17,10,7,1535,781,754
NCT OF DELHI,Manipur,6268,3126,3142,21,13,8,6247,3113,3134
NCT OF DELHI,Mizoram,623,262,361,3,3,0,620,259,361
NCT OF DELHI,Tripura,1445,783,662,13,6,7,1432,777,655
NCT OF DELHI,Meghalaya,2038,1009,1029,8,5,3,2030,1004,1026
NCT OF DELHI,Assam,24474,12324,12150,358,171,187,24116,12153,11963
NCT OF DELHI,West Bengal,190146,95310,94836,3776,1861,1915,186370,93449,92921
NCT OF DELHI,Jharkhand,73038,38433,34605,1313,692,621,71725,37741,33984
NCT OF DELHI,Odisha,44296,24207,20089,501,274,227,43795,23933,19862
NCT OF DELHI,Chhattisgarh,12893,6129,6764,243,116,127,12650,6013,6637
NCT OF DELHI,Madhya Pradesh,137694,68749,68945,4492,2256,2236,133202,66493,66709
NCT OF DELHI,Gujarat,21108,9464,11644,142,68,74,20966,9396,11570
NCT OF DELHI,Daman & Diu,19,9,10,0,0,0,19,9,10
NCT OF DELHI,Dadra & Nagar Haveli,36,9,27,0,0,0,36,9,27
NCT OF DELHI,Maharashtra,54887,23578,31309,739,325,414,54148,23253,30895
NCT OF DELHI,Andhra Pradesh,23109,11255,11854,134,59,75,22975,11196,11779
NCT OF DELHI,Karnataka,12538,5953,6585,54,23,31,12484,5930,6554
NCT OF DELHI,Goa,886,395,491,4,2,2,882,393,489
NCT OF DELHI,Lakshadweep,101,57,44,23,13,10,78,44,34
NCT OF DELHI,Kerala,67191,32994,34197,96,39,57,67095,32955,34140
NCT OF DELHI,Tamil Nadu,46895,23607,23288,97,50,47,46798,23557,23241
NCT OF DELHI,Puducherry,475,219,256,2,1,1,473,218,255
NCT OF DELHI,Andaman & Nicobar Islands,416,213,203,12,6,6,404,207,197
NCT OF DELHI,Afganistan,4491,2280,2211,6,3,3,4485,2277,2208
NCT OF DELHI,Bangladesh,3396,1753,1643,26,12,14,3370,1741,1629
NCT OF DELHI,Bhutan,106,48,58,1,0,1,105,48,57
NCT OF DELHI,China,82,42,40,1,0,1,81,42,39
NCT OF DELHI,Indonesia,64,29,35,0,0,0,64,29,35
NCT OF DELHI,Iran,211,89,122,0,0,0,211,89,122
NCT OF DELHI,Iraq,92,46,46,0,0,0,92,46,46
NCT OF DELHI,Japan,132,50,82,2,0,2,130,50,80
NCT OF DELHI,Kuwait,231,107,124,0,0,0,231,107,124
NCT OF DELHI,Malaysia,110,46,64,0,0,0,110,46,64
NCT OF DELHI,Maldives,11,11,0,0,0,0,11,11,0
NCT OF DELHI,Mayanmar,1198,573,625,4,1,3,1194,572,622
NCT OF DELHI,Nepal,33288,18665,14623,719,384,335,32569,18281,14288
NCT OF DELHI,Pakistan,136268,69896,66372,288,160,128,135980,69736,66244
NCT OF DELHI,Saudi Arabia,379,195,184,0,0,0,379,195,184
NCT OF DELHI,Singapore,129,68,61,0,0,0,129,68,61
NCT OF DELHI,Sri Lanka,135,68,67,0,0,0,135,68,67
NCT OF DELHI,Turkey,18,5,13,0,0,0,18,5,13
NCT OF DELHI,United Arab Emirates,298,161,137,1,1,0,297,160,137
NCT OF DELHI,Kazakstan,6,0,6,0,0,0,6,0,6
NCT OF DELHI,Vietnam,68,33,35,0,0,0,68,33,35
NCT OF DELHI,France,93,46,47,1,0,1,92,46,46
NCT OF DELHI,Germany,102,40,62,1,0,1,101,40,61
NCT OF DELHI,Portugal,5,2,3,0,0,0,5,2,3
NCT OF DELHI,UK,542,234,308,8,4,4,534,230,304
NCT OF DELHI,Kenya,88,48,40,1,1,0,87,47,40
NCT OF DELHI,Mauritius,28,11,17,0,0,0,28,11,17
NCT OF DELHI,Nigeria,146,99,47,0,0,0,146,99,47
NCT OF DELHI,Uganda,20,9,11,0,0,0,20,9,11
NCT OF DELHI,Zambia,19,9,10,0,0,0,19,9,10
NCT OF DELHI,Canada,133,68,65,1,0,1,132,68,64
NCT OF DELHI,U.S.A.,599,292,307,1,1,0,598,291,307
NCT OF DELHI,Australia,86,43,43,0,0,0,86,43,43
NCT OF DELHI,Fiji,4,2,2,0,0,0,4,2,2
RAJASTHAN,Jammu & Kashmir,11207,6222,4985,4954,3147,1807,6253,3075,3178
RAJASTHAN,Himachal Pradesh,9753,4931,4822,3495,1966,1529,6258,2965,3293
RAJASTHAN,Punjab,227391,81233,146158,138441,46862,91579,88950,34371,54579
RAJASTHAN,Chandigarh,1389,544,845,238,72,166,1151,472,679
RAJASTHAN,Uttarakhand,25105,11561,13544,3040,1364,1676,22065,10197,11868
RAJASTHAN,Haryana,545576,88380,457196,402120,43562,358558,143456,44818,98638
RAJASTHAN,NCT of Delhi,71269,20574,50695,15745,2960,12785,55524,17614,37910
RAJASTHAN,Uttar Pradesh,615357,197934,417423,255203,47321,207882,360154,150613,209541
RAJASTHAN,Bihar,145008,81289,63719,26364,13892,12472,118644,67397,51247
RAJASTHAN,Sikkim,158,83,75,38,21,17,120,62,58
RAJASTHAN,Arunachal Pradesh,241,100,141,64,20,44,177,80,97
RAJASTHAN,Nagaland,394,174,220,79,28,51,315,146,169
RAJASTHAN,Manipur,658,298,360,90,38,52,568,260,308
RAJASTHAN,Mizoram,192,104,88,50,27,23,142,77,65
RAJASTHAN,Tripura,620,215,405,227,45,182,393,170,223
RAJASTHAN,Meghalaya,446,195,251,57,24,33,389,171,218
RAJASTHAN,Assam,11264,4084,7180,3250,658,2592,8014,3426,4588
RAJASTHAN,West Bengal,69222,33432,35790,15609,6571,9038,53613,26861,26752
RAJASTHAN,Jharkhand,14317,6987,7330,4455,1989,2466,9862,4998,4864
RAJASTHAN,Odisha,14145,6643,7502,3439,1353,2086,10706,5290,5416
RAJASTHAN,Chhattisgarh,7149,3077,4072,3055,1323,1732,4094,1754,2340
RAJASTHAN,Madhya Pradesh,563154,127269,435885,327994,50819,277175,235160,76450,158710
RAJASTHAN,Gujarat,185871,39082,146789,110209,14284,95925,75662,24798,50864
RAJASTHAN,Daman & Diu,26,17,9,6,4,2,20,13,7
RAJASTHAN,Dadra & Nagar Haveli,33,14,19,15,5,10,18,9,9
RAJASTHAN,Maharashtra,59213,19797,39416,15365,3749,11616,43848,16048,27800
RAJASTHAN,Andhra Pradesh,11194,4458,6736,2962,893,2069,8232,3565,4667
RAJASTHAN,Karnataka,8725,3035,5690,2686,760,1926,6039,2275,3764
RAJASTHAN,Goa,345,132,213,59,23,36,286,109,177
RAJASTHAN,Lakshadweep,458,276,182,288,189,99,170,87,83
RAJASTHAN,Kerala,18919,8340,10579,3323,1322,2001,15596,7018,8578
RAJASTHAN,Tamil Nadu,7786,3596,4190,1649,766,883,6137,2830,3307
RAJASTHAN,Puducherry,63,21,42,39,14,25,24,7,17
RAJASTHAN,Andaman & Nicobar Islands,127,44,83,25,8,17,102,36,66
RAJASTHAN,Afganistan,45,25,20,1,0,1,44,25,19
RAJASTHAN,Bangladesh,2486,1242,1244,1374,665,709,1112,577,535
RAJASTHAN,Bhutan,23,10,13,2,0,2,21,10,11
RAJASTHAN,China,42,33,9,30,28,2,12,5,7
RAJASTHAN,Indonesia,17,4,13,0,0,0,17,4,13
RAJASTHAN,Iran,21,10,11,0,0,0,21,10,11
RAJASTHAN,Iraq,4,3,1,0,0,0,4,3,1
RAJASTHAN,Japan,28,25,3,17,17,0,11,8,3
RAJASTHAN,Kuwait,158,73,85,40,25,15,118,48,70
RAJASTHAN,Malaysia,10,4,6,4,2,2,6,2,4
RAJASTHAN,Mayanmar,130,81,49,4,1,3,126,80,46
RAJASTHAN,Nepal,8504,4984,3520,1646,1060,586,6858,3924,2934
RAJASTHAN,Pakistan,81631,43613,38018,41022,22828,18194,40609,20785,19824
RAJASTHAN,Saudi Arabia,68,48,20,18,18,0,50,30,20
RAJASTHAN,Singapore,21,12,9,6,4,2,15,8,7
RAJASTHAN,Sri Lanka,42,7,35,31,1,30,11,6,5
RAJASTHAN,Turkey,1,1,0,0,0,0,1,1,0
RAJASTHAN,United Arab Emirates,162,95,67,24,16,8,138,79,59
RAJASTHAN,Kazakstan,1,0,1,0,0,0,1,0,1
RAJASTHAN,Vietnam,2,1,1,0,0,0,2,1,1
RAJASTHAN,France,11,1,10,1,0,1,10,1,9
RAJASTHAN,Germany,17,8,9,4,2,2,13,6,7
RAJASTHAN,UK,33,13,20,3,1,2,30,12,18
RAJASTHAN,Kenya,9,2,7,0,0,0,9,2,7
RAJASTHAN,Mauritius,2,1,1,0,0,0,2,1,1
RAJASTHAN,Nigeria,14,5,9,1,0,1,13,5,8
RAJASTHAN,Uganda,2,1,1,0,0,0,2,1,1
RAJASTHAN,Zambia,1,1,0,0,0,0,1,1,0
RAJASTHAN,Canada,27,12,15,13,5,8,14,7,7
RAJASTHAN,U.S.A.,102,47,55,4,2,2,98,45,53
RAJASTHAN,Australia,25,11,14,8,7,1,17,4,13
RAJASTHAN,Fiji,1,1,0,0,0,0,1,1,0
UTTAR PRADESH,Jammu & Kashmir,25050,13712,11338,7459,4506,2953,17591,9206,8385
UTTAR PRADESH,Himachal Pradesh,20736,9555,11181,4354,1666,2688,16382,7889,8493
UTTAR PRADESH,Punjab,148629,64243,84386,71262,31923,39339,77367,32320,45047
UTTAR PRADESH,Chandigarh,5095,1667,3428,1331,257,1074,3764,1410,2354
UTTAR PRADESH,Uttarakhand,416511,108417,308094,181483,17859,163624,235028,90558,144470
UTTAR PRADESH,Haryana,230804,44440,186364,124116,12303,111813,106688,32137,74551
UTTAR PRADESH,NCT of Delhi,436643,153979,282664,66078,8096,57982,370565,145883,224682
UTTAR PRADESH,Rajasthan,287923,53067,234856,159526,10375,149151,128397,42692,85705
UTTAR PRADESH,Bihar,1121436,320267,801169,610258,79343,530915,511178,240924,270254
UTTAR PRADESH,Sikkim,342,147,195,62,20,42,280,127,153
UTTAR PRADESH,Arunachal Pradesh,702,319,383,177,57,120,525,262,263
UTTAR PRADESH,Nagaland,693,274,419,175,34,141,518,240,278
UTTAR PRADESH,Manipur,1330,839,491,249,183,66,1081,656,425
UTTAR PRADESH,Mizoram,190,76,114,56,29,27,134,47,87
UTTAR PRADESH,Tripura,773,360,413,140,29,111,633,331,302
UTTAR PRADESH,Meghalaya,934,437,497,135,46,89,799,391,408
UTTAR PRADESH,Assam,29773,10731,19042,11142,1850,9292,18631,8881,9750
UTTAR PRADESH,West Bengal,244273,59590,184683,133067,15019,118048,111206,44571,66635
UTTAR PRADESH,Jharkhand,114980,39043,75937,60688,14107,46581,54292,24936,29356
UTTAR PRADESH,Odisha,37902,12198,25704,17684,2746,14938,20218,9452,10766
UTTAR PRADESH,Chhattisgarh,53501,20408,33093,36518,12701,23817,16983,7707,9276
UTTAR PRADESH,Madhya Pradesh,677993,84006,593987,451498,25635,425863,226495,58371,168124
UTTAR PRADESH,Gujarat,21862,6775,15087,7325,1355,5970,14537,5420,9117
UTTAR PRADESH,Daman & Diu,15,5,10,5,1,4,10,4,6
UTTAR PRADESH,Dadra & Nagar Haveli,205,57,148,106,21,85,99,36,63
UTTAR PRADESH,Maharashtra,80983,21853,59130,32996,4722,28274,47987,17131,30856
UTTAR PRADESH,Andhra Pradesh,16136,6881,9255,2942,473,2469,13194,6408,6786
UTTAR PRADESH,Karnataka,8716,3550,5166,1928,333,1595,6788,3217,3571
UTTAR PRADESH,Goa,760,268,492,238,46,192,522,222,300
UTTAR PRADESH,Lakshadweep,1313,747,566,918,534,384,395,213,182
UTTAR PRADESH,Kerala,21520,9666,11854,2244,734,1510,19276,8932,10344
UTTAR PRADESH,Tamil Nadu,10507,5020,5487,1068,319,749,9439,4701,4738
UTTAR PRADESH,Puducherry,141,60,81,40,7,33,101,53,48
UTTAR PRADESH,Andaman & Nicobar Islands,313,133,180,67,19,48,246,114,132
UTTAR PRADESH,Afganistan,37,19,18,0,0,0,37,19,18
UTTAR PRADESH,Bangladesh,23511,6519,16992,20662,5371,15291,2849,1148,1701
UTTAR PRADESH,Bhutan,130,70,60,37,6,31,93,64,29
UTTAR PRADESH,China,45,13,32,18,4,14,27,9,18
UTTAR PRADESH,Indonesia,26,5,21,3,0,3,23,5,18
UTTAR PRADESH,Iran,90,48,42,3,3,0,87,45,42
UTTAR PRADESH,Iraq,46,27,19,4,1,3,42,26,16
UTTAR PRADESH,Japan,49,11,38,5,0,5,44,11,33
UTTAR PRADESH,Kuwait,61,31,30,7,5,2,54,26,28
UTTAR PRADESH,Malaysia,46,18,28,17,5,12,29,13,16
UTTAR PRADESH,Maldives,1,0,1,1,0,1,0,0,0
UTTAR PRADESH,Mayanmar,682,344,338,307,160,147,375,184,191
UTTAR PRADESH,Nepal,124085,15387,108698,98581,5803,92778,25504,9584,15920
UTTAR PRADESH,Pakistan,50021,26296,23725,9114,4807,4307,40907,21489,19418
UTTAR PRADESH,Saudi Arabia,631,381,250,155,135,20,476,246,230
UTTAR PRADESH,Singapore,89,32,57,26,7,19,63,25,38
UTTAR PRADESH,Sri Lanka,59,28,31,14,4,10,45,24,21
UTTAR PRADESH,Turkey,7,2,5,0,0,0,7,2,5
UTTAR PRADESH,United Arab Emirates,287,181,106,73,64,9,214,117,97
UTTAR PRADESH,Kazakstan,7,3,4,0,0,0,7,3,4
UTTAR PRADESH,Vietnam,8,5,3,0,0,0,8,5,3
UTTAR PRADESH,France,17,6,11,1,0,1,16,6,10
UTTAR PRADESH,Germany,44,24,20,6,2,4,38,22,16
UTTAR PRADESH,UK,186,91,95,17,6,11,169,85,84
UTTAR PRADESH,Kenya,27,10,17,1,0,1,26,10,16
UTTAR PRADESH,Mauritius,7,4,3,2,1,1,5,3,2
UTTAR PRADESH,Nigeria,14,5,9,0,0,0,14,5,9
UTTAR PRADESH,Uganda,2,2,0,0,0,0,2,2,0
UTTAR PRADESH,Zambia,5,2,3,0,0,0,5,2,3
UTTAR PRADESH,Canada,75,32,43,29,11,18,46,21,25
UTTAR PRADESH,U.S.A.,739,350,389,21,9,12,718,341,377
UTTAR PRADESH,Australia,61,25,36,5,3,2,56,22,34
UTTAR PRADESH,Fiji,3,1,2,2,0,2,1,1,0
BIHAR,Jammu & Kashmir,7797,4337,3460,6644,3743,2901,1153,594,559
BIHAR,Himachal Pradesh,4656,2412,2244,3887,2020,1867,769,392,377
BIHAR,Punjab,4757,1353,3404,2954,658,2296,1803,695,1108
BIHAR,Chandigarh,269,61,208,169,37,132,100,24,76
BIHAR,Uttarakhand,973,258,715,442,54,388,531,204,327
BIHAR,Haryana,2454,918,1536,1199,328,871,1255,590,665
BIHAR,NCT of Delhi,14099,3229,10870,9356,1805,7551,4743,1424,3319
BIHAR,Rajasthan,7288,2979,4309,1733,500,1233,5555,2479,3076
BIHAR,Uttar Pradesh,318803,30348,288455,254367,12902,241465,64436,17446,46990
BIHAR,Sikkim,311,54,257,141,26,115,170,28,142
BIHAR,Arunachal Pradesh,303,89,214,200,39,161,103,50,53
BIHAR,Nagaland,465,95,370,341,48,293,124,47,77
BIHAR,Manipur,264,82,182,137,36,101,127,46,81
BIHAR,Mizoram,32,7,25,12,0,12,20,7,13
BIHAR,Tripura,192,68,124,78,11,67,114,57,57
BIHAR,Meghalaya,294,97,197,143,38,105,151,59,92
BIHAR,Assam,14156,2041,12115,10604,1065,9539,3552,976,2576
BIHAR,West Bengal,224901,27850,197051,164204,14422,149782,60697,13428,47269
BIHAR,Jharkhand,432808,43636,389172,329556,19901,309655,103252,23735,79517
BIHAR,Odisha,5799,1166,4633,2931,331,2600,2868,835,2033
BIHAR,Chhattisgarh,2420,373,2047,1282,144,1138,1138,229,909
BIHAR,Madhya Pradesh,5607,982,4625,3018,302,2716,2589,680,1909
BIHAR,Gujarat,2556,761,1795,1462,364,1098,1094,397,697
BIHAR,Daman & Diu,6,2,4,6,2,4,0,0,0
BIHAR,Dadra & Nagar Haveli,107,23,84,82,13,69,25,10,15
BIHAR,Maharashtra,8261,1837,6424,5215,841,4374,3046,996,2050
BIHAR,Andhra Pradesh,1479,466,1013,804,190,614,675,276,399
BIHAR,Karnataka,1199,306,893,664,119,545,535,187,348
BIHAR,Goa,119,28,91,81,16,65,38,12,26
BIHAR,Lakshadweep,1448,625,823,1225,525,700,223,100,123
BIHAR,Kerala,1617,569,1048,440,137,303,1177,432,745
BIHAR,Tamil Nadu,996,372,624,524,164,360,472,208,264
BIHAR,Puducherry,64,13,51,51,11,40,13,2,11
BIHAR,Andaman & Nicobar Islands,26,12,14,9,3,6,17,9,8
BIHAR,Afganistan,80,31,49,55,19,36,25,12,13
BIHAR,Bangladesh,6190,2948,3242,3945,1810,2135,2245,1138,1107
BIHAR,Bhutan,365,126,239,276,85,191,89,41,48
BIHAR,China,3,2,1,2,2,0,1,0,1
BIHAR,Indonesia,8,2,6,7,2,5,1,0,1
BIHAR,Iran,5,3,2,4,2,2,1,1,0
BIHAR,Iraq,3,1,2,2,0,2,1,1,0
BIHAR,Japan,13,3,10,6,1,5,7,2,5
BIHAR,Kuwait,9,3,6,7,3,4,2,0,2
BIHAR,Malaysia,4,1,3,2,0,2,2,1,1
BIHAR,Mayanmar,1026,577,449,947,536,411,79,41,38
BIHAR,Nepal,254249,10372,243877,236127,8292,227835,18122,2080,16042
BIHAR,Pakistan,2820,1142,1678,1058,305,753,1762,837,925
BIHAR,Saudi Arabia,137,90,47,68,55,13,69,35,34
BIHAR,Singapore,21,5,16,17,4,13,4,1,3
BIHAR,Sri Lanka,4,0,4,2,0,2,2,0,2
BIHAR,Turkey,2,0,2,2,0,2,0,0,0
BIHAR,United Arab Emirates,18,12,6,7,6,1,11,6,5
BIHAR,Vietnam,257,42,215,228,33,195,29,9,20
BIHAR,France,2,0,2,1,0,1,1,0,1
BIHAR,Germany,2,1,1,1,1,0,1,0,1
BIHAR,UK,32,12,20,6,0,6,26,12,14
BIHAR,Kenya,13,8,5,3,3,0,10,5,5
BIHAR,Mauritius,4,2,2,1,1,0,3,1,2
BIHAR,Zambia,30,6,24,25,5,20,5,1,4
BIHAR,Canada,1,0,1,0,0,0,1,0,1
BIHAR,U.S.A.,80,33,47,24,9,15,56,24,32
BIHAR,Australia,151,53,98,140,49,91,11,4,7
BIHAR,Fiji,1,1,0,1,1,0,0,0,0
SIKKIM,Jammu & Kashmir,308,209,99,232,162,70,76,47,29
SIKKIM,Himachal Pradesh,239,123,116,131,73,58,108,50,58
SIKKIM,Punjab,344,261,83,238,200,38,106,61,45
SIKKIM,Chandigarh,20,9,11,12,8,4,8,1,7
SIKKIM,Uttarakhand,381,235,146,206,155,51,175,80,95
SIKKIM,Haryana,716,409,307,165,111,54,551,298,253
SIKKIM,NCT of Delhi,282,151,131,86,53,33,196,98,98
SIKKIM,Rajasthan,731,410,321,220,130,90,511,280,231
SIKKIM,Uttar Pradesh,2918,1706,1212,1071,729,342,1847,977,870
SIKKIM,Bihar,15601,9612,5989,4963,3241,1722,10638,6371,4267
SIKKIM,Arunachal Pradesh,397,223,174,302,174,128,95,49,46
SIKKIM,Nagaland,244,104,140,142,61,81,102,43,59
SIKKIM,Manipur,715,324,391,467,219,248,248,105,143
SIKKIM,Mizoram,51,23,28,32,15,17,19,8,11
SIKKIM,Tripura,108,63,45,54,35,19,54,28,26
SIKKIM,Meghalaya,343,153,190,164,82,82,179,71,108
SIKKIM,Assam,2864,1609,1255,1872,1117,755,992,492,500
SIKKIM,West Bengal,37514,16437,21077,19149,8210,10939,18365,8227,10138
SIKKIM,Jharkhand,1171,921,250,914,791,123,257,130,127
SIKKIM,Odisha,801,586,215,337,269,68,464,317,147
SIKKIM,Chhattisgarh,56,31,25,29,20,9,27,11,16
SIKKIM,Madhya Pradesh,490,368,122,375,300,75,115,68,47
SIKKIM,Gujarat,77,46,31,42,30,12,35,16,19
SIKKIM,Daman & Diu,1,1,0,0,0,0,1,1,0
SIKKIM,Dadra & Nagar Haveli,1,1,0,1,1,0,0,0,0
SIKKIM,Maharashtra,267,148,119,158,97,61,109,51,58
SIKKIM,Andhra Pradesh,475,352,123,366,286,80,109,66,43
SIKKIM,Karnataka,135,79,56,59,44,15,76,35,41
SIKKIM,Goa,7,3,4,4,1,3,3,2,1
SIKKIM,Kerala,335,190,145,160,101,59,175,89,86
SIKKIM,Tamil Nadu,197,146,51,122,95,27,75,51,24
SIKKIM,Puducherry,2,2,0,1,1,0,1,1,0
SIKKIM,Andaman & Nicobar Islands,58,44,14,34,32,2,24,12,12
SIKKIM,Bangladesh,31,20,11,10,8,2,21,12,9
SIKKIM,Bhutan,1289,840,449,581,269,312,708,571,137
SIKKIM,China,374,178,196,124,59,65,250,119,131
SIKKIM,Japan,4,1,3,3,1,2,1,0,1
SIKKIM,Malaysia,10,6,4,2,2,0,8,4,4
SIKKIM,Nepal,19285,9399,9886,14999,7260,7739,4286,2139,2147
SIKKIM,Pakistan,5,0,5,2,0,2,3,0,3
SIKKIM,Singapore,8,1,7,4,0,4,4,1,3
SIKKIM,Germany,1,1,0,1,1,0,0,0,0
SIKKIM,UK,4,1,3,0,0,0,4,1,3
SIKKIM,U.S.A.,11,5,6,0,0,0,11,5,6
ARUNACHAL PRADESH,Jammu & Kashmir,244,163,81,134,92,42,110,71,39
ARUNACHAL PRADESH,Himachal Pradesh,331,225,106,165,125,40,166,100,66
ARUNACHAL PRADESH,Punjab,438,259,179,244,155,89,194,104,90
ARUNACHAL PRADESH,Chandigarh,28,11,17,17,6,11,11,5,6
ARUNACHAL PRADESH,Uttarakhand,683,410,273,293,213,80,390,197,193
ARUNACHAL PRADESH,Haryana,702,434,268,311,198,113,391,236,155
ARUNACHAL PRADESH,NCT of Delhi,234,108,126,96,44,52,138,64,74
ARUNACHAL PRADESH,Rajasthan,1794,1251,543,649,465,184,1145,786,359
ARUNACHAL PRADESH,Uttar Pradesh,9687,5909,3778,4235,2693,1542,5452,3216,2236
ARUNACHAL PRADESH,Bihar,24228,15269,8959,9318,5880,3438,14910,9389,5521
ARUNACHAL PRADESH,Sikkim,335,205,130,238,152,86,97,53,44
ARUNACHAL PRADESH,Nagaland,1110,536,574,680,340,340,430,196,234
ARUNACHAL PRADESH,Manipur,1833,995,838,1002,573,429,831,422,409
ARUNACHAL PRADESH,Mizoram,340,157,183,211,107,104,129,50,79
ARUNACHAL PRADESH,Tripura,1113,670,443,413,266,147,700,404,296
ARUNACHAL PRADESH,Meghalaya,1364,680,684,496,263,233,868,417,451
ARUNACHAL PRADESH,Assam,107242,57670,49572,66402,35689,30713,40840,21981,18859
ARUNACHAL PRADESH,West Bengal,9116,5612,3504,3380,2240,1140,5736,3372,2364
ARUNACHAL PRADESH,Jharkhand,1895,1327,568,1320,969,351,575,358,217
ARUNACHAL PRADESH,Odisha,2288,1494,794,1375,906,469,913,588,325
ARUNACHAL PRADESH,Chhattisgarh,198,99,99,135,61,74,63,38,25
ARUNACHAL PRADESH,Madhya Pradesh,312,164,148,137,75,62,175,89,86
ARUNACHAL PRADESH,Gujarat,56,33,23,35,19,16,21,14,7
ARUNACHAL PRADESH,Dadra & Nagar Haveli,1,0,1,0,0,0,1,0,1
ARUNACHAL PRADESH,Maharashtra,455,233,222,272,134,138,183,99,84
ARUNACHAL PRADESH,Andhra Pradesh,476,280,196,263,157,106,213,123,90
ARUNACHAL PRADESH,Karnataka,167,92,75,101,51,50,66,41,25
ARUNACHAL PRADESH,Goa,16,12,4,14,10,4,2,2,0
ARUNACHAL PRADESH,Lakshadweep,3,3,0,1,1,0,2,2,0
ARUNACHAL PRADESH,Kerala,2331,1372,959,698,420,278,1633,952,681
ARUNACHAL PRADESH,Tamil Nadu,374,246,128,146,91,55,228,155,73
ARUNACHAL PRADESH,Puducherry,6,3,3,3,2,1,3,1,2
ARUNACHAL PRADESH,Andaman & Nicobar Islands,2,2,0,1,1,0,1,1,0
ARUNACHAL PRADESH,Bangladesh,5441,2690,2751,5361,2650,2711,80,40,40
ARUNACHAL PRADESH,Bhutan,361,185,176,309,163,146,52,22,30
ARUNACHAL PRADESH,China,694,339,355,670,326,344,24,13,11
ARUNACHAL PRADESH,Kuwait,1,0,1,0,0,0,1,0,1
ARUNACHAL PRADESH,Mayanmar,434,187,247,428,183,245,6,4,2
ARUNACHAL PRADESH,Nepal,8256,5096,3160,5970,3735,2235,2286,1361,925
ARUNACHAL PRADESH,Pakistan,154,88,66,145,83,62,9,5,4
ARUNACHAL PRADESH,Singapore,1,1,0,1,1,0,0,0,0
ARUNACHAL PRADESH,Germany,1,0,1,1,0,1,0,0,0
ARUNACHAL PRADESH,UK,13,7,6,4,2,2,9,5,4
ARUNACHAL PRADESH,U.S.A.,1,1,0,0,0,0,1,1,0
NAGALAND,Jammu & Kashmir,272,109,163,88,37,51,184,72,112
NAGALAND,Himachal Pradesh,313,103,210,136,44,92,177,59,118
NAGALAND,Punjab,412,198,214,137,92,45,275,106,169
NAGALAND,Chandigarh,23,12,11,10,6,4,13,6,7
NAGALAND,Uttarakhand,830,312,518,331,113,218,499,199,300
NAGALAND,Haryana,400,195,205,96,54,42,304,141,163
NAGALAND,NCT of Delhi,3,2,1,1,1,0,2,1,1
NAGALAND,Rajasthan,2604,1681,923,396,287,109,2208,1394,814
NAGALAND,Uttar Pradesh,4383,2521,1862,1118,650,468,3265,1871,1394
NAGALAND,Bihar,18994,13043,5951,3289,2227,1062,15705,10816,4889
NAGALAND,Sikkim,159,81,78,57,35,22,102,46,56
NAGALAND,Arunachal Pradesh,893,452,441,474,241,233,419,211,208
NAGALAND,Manipur,15456,7395,8061,6584,3224,3360,8872,4171,4701
NAGALAND,Mizoram,387,145,242,86,34,52,301,111,190
NAGALAND,Tripura,3151,1941,1210,456,297,159,2695,1644,1051
NAGALAND,Meghalaya,1082,478,604,372,185,187,710,293,417
NAGALAND,Assam,55766,31766,24000,24365,13720,10645,31401,18046,13355
NAGALAND,West Bengal,3967,2223,1744,861,500,361,3106,1723,1383
NAGALAND,Jharkhand,1542,1048,494,950,708,242,592,340,252
NAGALAND,Odisha,1445,821,624,433,246,187,1012,575,437
NAGALAND,Chhattisgarh,166,78,88,91,47,44,75,31,44
NAGALAND,Madhya Pradesh,244,120,124,97,50,47,147,70,77
NAGALAND,Gujarat,75,30,45,12,4,8,63,26,37
NAGALAND,Dadra & Nagar Haveli,2,1,1,0,0,0,2,1,1
NAGALAND,Maharashtra,310,116,194,83,38,45,227,78,149
