AreaName,LastResidence,Persons_Total,Males_Total,Females_Total,Persons_LT1yr,Males_LT1yr,Females_LT1yr,Persons_1to4yr,Males_1to4yr,Females_1to4yr,Persons_5to9yr,Males_5to9yr,Females_5to9yr,Persons_10to19yr,Males_10to19yr,Females_10to19yr,Persons_20plusyr,Males_20plusyr,Females_20plusyr,Persons_DurNS,Males_DurNS,Females_DurNS
DADRA & NAGAR HAVELI,NCT of Delhi,612,378,234,89,60,29,228,148,80,144,82,62,119,69,50,22,13,9,10,6,4
DADRA & NAGAR HAVELI,Rajasthan,6830,4313,2517,987,673,314,2518,1593,925,1529,967,562,1220,735,485,282,185,97,294,160,134
DADRA & NAGAR HAVELI,Uttar Pradesh,28719,20861,7858,5637,4325,1312,11874,8941,2933,5440,3752,1688,3722,2506,1216,1119,750,369,927,587,340
DADRA & NAGAR HAVELI,Bihar,20848,15098,5750,3923,2971,952,8744,6453,2291,4301,2970,1331,2840,2016,824,346,250,96,694,438,256
DADRA & NAGAR HAVELI,Arunachal Pradesh,10,10,0,7,7,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,Nagaland,4,2,2,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,Manipur,30,27,3,16,16,0,5,3,2,4,3,1,2,2,0,0,0,0,3,3,0
DADRA & NAGAR HAVELI,Mizoram,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DADRA & NAGAR HAVELI,Tripura,4,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
DADRA & NAGAR HAVELI,Assam,1484,1324,160,334,299,35,862,775,87,213,189,24,44,36,8,4,3,1,27,22,5
DADRA & NAGAR HAVELI,West Bengal,2962,2175,787,560,442,118,1374,1027,347,571,397,174,326,217,109,43,26,17,88,66,22
DADRA & NAGAR HAVELI,Jharkhand,2205,1759,446,614,515,99,957,792,165,377,276,101,179,124,55,29,17,12,49,35,14
DADRA & NAGAR HAVELI,Odisha,4339,3364,975,818,629,189,2226,1779,447,848,633,215,323,241,82,39,25,14,85,57,28
DADRA & NAGAR HAVELI,Chhattisgarh,343,207,136,73,46,27,143,86,57,59,36,23,49,29,20,5,3,2,14,7,7
DADRA & NAGAR HAVELI,Madhya Pradesh,4707,3622,1085,1455,1213,242,2022,1597,425,731,508,223,317,182,135,83,50,33,99,72,27
DADRA & NAGAR HAVELI,Gujarat,30177,12090,18087,2641,1489,1152,7524,3683,3841,5367,2245,3122,6139,2204,3935,6635,1798,4837,1871,671,1200
DADRA & NAGAR HAVELI,Daman & Diu,1080,488,592,126,73,53,334,184,150,179,80,99,166,64,102,198,65,133,77,22,55
DADRA & NAGAR HAVELI,Maharashtra,25860,12944,12916,2798,1598,1200,8117,4345,3772,5638,2814,2824,5297,2680,2617,2836,1009,1827,1174,498,676
DADRA & NAGAR HAVELI,Andhra Pradesh,748,415,333,133,73,60,248,143,105,179,93,86,127,75,52,38,21,17,23,10,13
DADRA & NAGAR HAVELI,Karnataka,1000,545,455,97,61,36,345,177,168,225,117,108,220,126,94,87,49,38,26,15,11
DADRA & NAGAR HAVELI,Goa,117,61,56,29,13,16,44,26,18,22,11,11,5,3,2,13,7,6,4,1,3
DADRA & NAGAR HAVELI,Lakshadweep,68,39,29,19,9,10,45,26,19,2,2,0,0,0,0,0,0,0,2,2,0
DADRA & NAGAR HAVELI,Kerala,1400,782,618,136,82,54,438,234,204,271,148,123,300,162,138,211,138,73,44,18,26
DADRA & NAGAR HAVELI,Tamil Nadu,559,319,240,83,40,43,215,125,90,115,70,45,93,53,40,38,22,16,15,9,6
DADRA & NAGAR HAVELI,Puducherry,9,5,4,0,0,0,7,4,3,0,0,0,0,0,0,2,1,1,0,0,0
DADRA & NAGAR HAVELI,Andaman & Nicobar Islands,6,4,2,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
MAHARASHTRA,Jammu & Kashmir,25774,14765,11009,1946,1140,806,6070,3529,2541,3318,1756,1562,3897,2065,1832,5561,3096,2465,4982,3179,1803
MAHARASHTRA,Himachal Pradesh,15721,8438,7283,1109,576,533,3558,1889,1669,1942,996,946,2621,1318,1303,4812,2671,2141,1679,988,691
MAHARASHTRA,Punjab,73951,37890,36061,4470,2442,2028,14695,7311,7384,9084,4514,4570,12461,6068,6393,28574,15085,13489,4667,2470,2197
MAHARASHTRA,Chandigarh,3576,1711,1865,395,198,197,1138,537,601,561,270,291,619,314,305,626,294,332,237,98,139
MAHARASHTRA,Uttarakhand,42968,24560,18408,2992,1731,1261,10441,6129,4312,7161,4144,3017,8282,4657,3625,11817,6655,5162,2275,1244,1031
MAHARASHTRA,Haryana,48673,25960,22713,4290,2289,2001,13059,6753,6306,7500,3855,3645,8346,4390,3956,12235,6898,5337,3243,1775,1468
MAHARASHTRA,NCT of Delhi,86131,43679,42452,6699,3619,3080,23004,11723,11281,14820,7572,7248,16059,7986,8073,21798,10900,10898,3751,1879,1872
MAHARASHTRA,Rajasthan,570233,321711,248522,30560,18079,12481,112635,63504,49131,92869,51817,41052,125481,68733,56748,177576,102774,74802,31112,16804,14308
MAHARASHTRA,Uttar Pradesh,2754706,1759250,995456,169688,110060,59628,557546,354008,203538,483601,307776,175825,682294,431732,250562,741588,486520,255068,119989,69154,50835
MAHARASHTRA,Bihar,568667,389469,179198,51689,36955,14734,157925,110732,47193,117845,80944,36901,130143,87841,42302,84160,56976,27184,26905,16021,10884
MAHARASHTRA,Sikkim,551,318,233,60,40,20,225,130,95,85,41,44,71,32,39,89,64,25,21,11,10
MAHARASHTRA,Arunachal Pradesh,790,453,337,88,57,31,329,189,140,124,70,54,120,59,61,92,59,33,37,19,18
MAHARASHTRA,Nagaland,1401,717,684,133,76,57,513,266,247,238,118,120,191,86,105,213,101,112,113,70,43
MAHARASHTRA,Manipur,2824,1460,1364,326,182,144,1318,678,640,500,254,246,326,162,164,199,93,106,155,91,64
MAHARASHTRA,Mizoram,480,247,233,90,42,48,181,98,83,82,39,43,46,25,21,39,22,17,42,21,21
MAHARASHTRA,Tripura,1577,945,632,139,86,53,579,363,216,317,177,140,265,154,111,185,115,70,92,50,42
MAHARASHTRA,Meghalaya,1842,910,932,155,77,78,695,349,346,321,157,164,311,142,169,241,127,114,119,58,61
MAHARASHTRA,Assam,30614,20017,10597,3821,2820,1001,12062,8397,3665,5112,3174,1938,4463,2588,1875,3679,2167,1512,1477,871,606
MAHARASHTRA,West Bengal,309766,192781,116985,33732,23565,10167,89402,58704,30698,57731,36320,21411,59420,35252,24168,56133,31746,24387,13348,7194,6154
MAHARASHTRA,Jharkhand,100285,69602,30683,13188,10092,3096,31426,21869,9557,19809,13618,6191,19939,13708,6231,11317,7448,3869,4606,2867,1739
MAHARASHTRA,Odisha,114411,73388,41023,12189,8468,3721,36855,24289,12566,22078,14359,7719,20734,12742,7992,17726,10832,6894,4829,2698,2131
MAHARASHTRA,Chhattisgarh,168379,75295,93084,26769,14216,12553,30030,13478,16552,23552,9978,13574,35407,14968,20439,41070,17297,23773,11551,5358,6193
MAHARASHTRA,Madhya Pradesh,824624,346592,478032,66054,36317,29737,156689,71106,85583,124969,52270,72699,175327,69029,106298,243637,91047,152590,57948,26823,31125
MAHARASHTRA,Gujarat,983653,454952,528701,39175,19437,19738,131305,58250,73055,120367,52427,67940,188018,79926,108092,447893,217557,230336,56895,27355,29540
MAHARASHTRA,Daman & Diu,2067,990,1077,128,79,49,478,260,218,274,126,148,301,121,180,741,326,415,145,78,67
MAHARASHTRA,Dadra & Nagar Haveli,3066,715,2351,134,64,70,627,223,404,485,114,371,636,104,532,957,140,817,227,70,157
MAHARASHTRA,Andhra Pradesh,437034,178881,258153,26946,13346,13600,80858,33447,47411,61494,23501,37993,91796,34973,56823,145580,60386,85194,30360,13228,17132
MAHARASHTRA,Karnataka,1399591,592606,806985,90411,43935,46476,212320,88071,124249,192473,77296,115177,300573,119110,181463,500297,215463,284834,103517,48731,54786
MAHARASHTRA,Goa,68358,27386,40972,3139,1552,1587,9741,4155,5586,7922,3143,4779,11488,4188,7300,30687,11848,18839,5381,2500,2881
MAHARASHTRA,Lakshadweep,1138,650,488,37,23,14,108,49,59,94,46,48,162,81,81,259,125,134,478,326,152
MAHARASHTRA,Kerala,214889,108385,106504,9210,4552,4658,34910,16477,18433,27463,13102,14361,42878,20673,22205,88520,47684,40836,11908,5897,6011
MAHARASHTRA,Tamil Nadu,226029,116411,109618,10132,5365,4767,36391,18239,18152,29091,14287,14804,48623,23898,24725,92383,49775,42608,9409,4847,4562
MAHARASHTRA,Puducherry,1568,794,774,103,58,45,316,163,153,265,143,122,281,134,147,461,226,235,142,70,72
MAHARASHTRA,Andaman & Nicobar Islands,2043,888,1155,262,99,163,952,392,560,375,163,212,195,97,98,207,116,91,52,21,31
ANDHRA PRADESH,Jammu & Kashmir,6583,3912,2671,321,210,111,1107,589,518,446,238,208,438,228,210,418,225,193,3853,2422,1431
ANDHRA PRADESH,Himachal Pradesh,1757,993,764,109,63,46,434,226,208,127,73,54,158,72,86,182,86,96,747,473,274
ANDHRA PRADESH,Punjab,6861,3672,3189,417,234,183,1761,869,892,913,476,437,1114,599,515,1309,758,551,1347,736,611
ANDHRA PRADESH,Chandigarh,1110,530,580,78,31,47,377,175,202,220,113,107,157,70,87,126,58,68,152,83,69
ANDHRA PRADESH,Uttarakhand,2306,1209,1097,167,84,83,667,337,330,291,148,143,331,173,158,315,167,148,535,300,235
ANDHRA PRADESH,Haryana,6220,3363,2857,489,284,205,1857,919,938,824,428,396,888,493,395,853,489,364,1309,750,559
ANDHRA PRADESH,NCT of Delhi,16907,8826,8081,1436,774,662,5486,2796,2690,2919,1587,1332,2619,1403,1216,2150,1162,988,2297,1104,1193
ANDHRA PRADESH,Rajasthan,72554,40769,31785,3285,1853,1432,15902,8898,7004,12787,7161,5626,14385,8085,6300,14538,8705,5833,11657,6067,5590
ANDHRA PRADESH,Uttar Pradesh,49889,29494,20395,3877,2508,1369,14621,8734,5887,8362,4959,3403,8060,4695,3365,5938,3410,2528,9031,5188,3843
ANDHRA PRADESH,Bihar,48120,29164,18956,3996,2812,1184,13681,8726,4955,8687,5138,3549,8800,5081,3719,5538,3230,2308,7418,4177,3241
ANDHRA PRADESH,Sikkim,189,85,104,19,11,8,79,31,48,21,7,14,11,7,4,29,14,15,30,15,15
ANDHRA PRADESH,Arunachal Pradesh,239,144,95,20,11,9,80,43,37,26,17,9,52,33,19,17,11,6,44,29,15
ANDHRA PRADESH,Nagaland,331,174,157,32,12,20,125,79,46,22,11,11,50,29,21,23,7,16,79,36,43
ANDHRA PRADESH,Manipur,1369,675,694,147,53,94,758,350,408,86,45,41,49,31,18,28,18,10,301,178,123
ANDHRA PRADESH,Mizoram,228,112,116,27,18,9,119,58,61,10,8,2,8,4,4,7,3,4,57,21,36
ANDHRA PRADESH,Tripura,349,210,139,24,13,11,136,90,46,49,34,15,55,22,33,28,21,7,57,30,27
ANDHRA PRADESH,Meghalaya,499,231,268,57,20,37,150,64,86,99,48,51,69,37,32,45,24,21,79,38,41
ANDHRA PRADESH,Assam,7155,3910,3245,671,425,246,2457,1415,1042,1233,646,587,1059,491,568,749,382,367,986,551,435
ANDHRA PRADESH,West Bengal,50218,26225,23993,3438,2081,1357,12692,7044,5648,8356,4402,3954,9512,4788,4724,8993,4344,4649,7227,3566,3661
ANDHRA PRADESH,Jharkhand,13024,6975,6049,1095,673,422,3875,2198,1677,1992,1044,948,2397,1196,1201,1864,884,980,1801,980,821
ANDHRA PRADESH,Odisha,185872,76368,109504,19758,10432,9326,37513,18458,19055,28125,12181,15944,36819,13759,23060,41988,12465,29523,21669,9073,12596
ANDHRA PRADESH,Chhattisgarh,28383,13229,15154,1990,1051,939,6320,3075,3245,6597,3164,3433,5934,2677,3257,4049,1662,2387,3493,1600,1893
ANDHRA PRADESH,Madhya Pradesh,18444,9417,9027,1498,876,622,4819,2628,2191,2938,1488,1450,3153,1480,1673,3039,1372,1667,2997,1573,1424
ANDHRA PRADESH,Gujarat,23299,11689,11610,1341,743,598,5574,2794,2780,3552,1746,1806,4061,2001,2060,4765,2544,2221,4006,1861,2145
ANDHRA PRADESH,Daman & Diu,51,28,23,3,1,2,29,18,11,2,1,1,12,6,6,3,1,2,2,1,1
ANDHRA PRADESH,Dadra & Nagar Haveli,16,7,9,3,1,2,5,2,3,3,2,1,2,2,0,0,0,0,3,0,3
ANDHRA PRADESH,Maharashtra,263216,91372,171844,10924,5148,5776,46860,18317,28543,38432,14128,24304,50233,16647,33586,71069,20651,50418,45698,16481,29217
ANDHRA PRADESH,Karnataka,466951,121945,345006,16168,6304,9864,73877,22645,51232,69207,18818,50389,100032,24431,75601,137177,27462,109715,70490,22285,48205
ANDHRA PRADESH,Goa,2209,1117,1092,438,312,126,847,368,479,319,151,168,276,130,146,142,62,80,187,94,93
ANDHRA PRADESH,Lakshadweep,337,197,140,8,5,3,16,9,7,11,6,5,17,8,9,22,8,14,263,161,102
ANDHRA PRADESH,Kerala,40113,17991,22122,2135,878,1257,10847,3872,6975,4927,2168,2759,6195,2910,3285,9493,5224,4269,6516,2939,3577
ANDHRA PRADESH,Tamil Nadu,266720,99777,166943,11080,4972,6108,44285,17547,26738,36176,13854,22322,57043,20512,36531,85845,29824,56021,32291,13068,19223
ANDHRA PRADESH,Puducherry,7322,2820,4502,308,129,179,1448,560,888,1121,393,728,1663,611,1052,1885,739,1146,897,388,509
ANDHRA PRADESH,Andaman & Nicobar Islands,3049,1239,1810,316,143,173,931,362,569,542,202,340,473,186,287,361,118,243,426,228,198
KARNATAKA,Jammu & Kashmir,9326,5558,3768,786,472,314,2855,1659,1196,1341,876,465,1151,739,412,1258,694,564,1935,1118,817
KARNATAKA,Himachal Pradesh,6763,4052,2711,576,325,251,1687,1036,651,826,557,269,820,616,204,2187,1144,1043,667,374,293
KARNATAKA,Punjab,11819,6188,5631,1423,810,613,4270,2125,2145,1831,969,862,1539,791,748,1616,920,696,1140,573,567
KARNATAKA,Chandigarh,2124,1012,1112,306,173,133,1004,454,550,365,166,199,170,80,90,115,57,58,164,82,82
KARNATAKA,Uttarakhand,5177,2959,2218,785,445,340,1959,1103,856,959,554,405,571,355,216,425,253,172,478,249,229
KARNATAKA,Haryana,12511,6803,5708,1779,952,827,4765,2524,2241,2380,1287,1093,1386,795,591,1025,611,414,1176,634,542
KARNATAKA,NCT of Delhi,35162,18556,16606,3951,2173,1778,12340,6486,5854,7179,3776,3403,4972,2686,2286,3400,1875,1525,3320,1560,1760
KARNATAKA,Rajasthan,150359,86188,64171,8301,4898,3403,36153,20529,15624,28579,16405,12174,29320,16705,12615,30368,18246,12122,17638,9405,8233
KARNATAKA,Uttar Pradesh,92495,57905,34590,11989,8418,3571,33472,20907,12565,18203,11501,6702,12098,7656,4442,6811,4047,2764,9922,5376,4546
KARNATAKA,Bihar,86083,59632,26451,11584,8820,2764,34235,24398,9837,17143,11753,5390,10525,7004,3521,3864,2474,1390,8732,5183,3549
KARNATAKA,Sikkim,1615,978,637,80,48,32,491,336,155,260,190,70,116,82,34,574,270,304,94,52,42
KARNATAKA,Arunachal Pradesh,2300,1872,428,156,106,50,946,773,173,675,585,90,276,228,48,164,130,34,83,50,33
KARNATAKA,Nagaland,1325,668,657,138,66,72,620,327,293,240,126,114,125,59,66,86,37,49,116,53,63
KARNATAKA,Manipur,4897,2775,2122,644,339,305,2469,1400,1069,919,562,357,317,180,137,104,64,40,444,230,214
KARNATAKA,Mizoram,468,199,269,62,16,46,261,124,137,65,28,37,25,9,16,7,3,4,48,19,29
KARNATAKA,Tripura,1896,1354,542,191,120,71,1052,810,242,325,216,109,171,117,54,54,36,18,103,55,48
KARNATAKA,Meghalaya,1959,988,971,225,107,118,944,450,494,391,208,183,150,80,70,90,52,38,159,91,68
KARNATAKA,Assam,23651,17163,6488,3940,3021,919,12101,8971,3130,3911,2784,1127,1438,953,485,712,427,285,1549,1007,542
KARNATAKA,West Bengal,67639,42000,25639,9443,6629,2814,25519,15928,9591,13391,8274,5117,8626,5279,3347,4743,2698,2045,5917,3192,2725
KARNATAKA,Jharkhand,21064,14087,6977,3681,2805,876,9319,6218,3101,3952,2482,1470,1860,1229,631,576,330,246,1676,1023,653
KARNATAKA,Odisha,64032,45015,19017,10260,7127,3133,27835,19759,8076,13669,10151,3518,5442,3856,1586,1607,1032,575,5219,3090,2129
KARNATAKA,Chhattisgarh,7582,4288,3294,957,629,328,2782,1623,1159,1340,748,592,801,416,385,643,316,327,1059,556,503
KARNATAKA,Madhya Pradesh,22610,12509,10101,3105,2009,1096,8498,4705,3793,4073,2288,1785,2668,1453,1215,2071,995,1076,2195,1059,1136
KARNATAKA,Gujarat,38953,19968,18985,2787,1502,1285,10845,5673,5172,6920,3465,3455,6222,3076,3146,7786,4127,3659,4393,2125,2268
KARNATAKA,Daman & Diu,57,28,29,18,9,9,22,11,11,8,6,2,5,1,4,2,1,1,2,0,2
KARNATAKA,Dadra & Nagar Haveli,110,56,54,8,4,4,18,8,10,10,5,5,13,8,5,9,4,5,52,27,25
KARNATAKA,Maharashtra,586864,198807,388057,42613,20374,22239,98185,35795,62390,89571,30230,59341,114161,35378,78783,182339,49265,133074,59995,27765,32230
KARNATAKA,Andhra Pradesh,890697,358251,532446,55962,28125,27837,187808,84355,103453,156500,67408,89092,160289,60389,99900,234807,77880,156927,95331,40094,55237
KARNATAKA,Goa,22190,9383,12807,1901,939,962,5564,2461,3103,4181,1663,2518,4094,1656,2438,3927,1417,2510,2523,1247,1276
KARNATAKA,Lakshadweep,602,315,287,44,29,15,78,38,40,76,41,35,65,22,43,101,44,57,238,141,97
KARNATAKA,Kerala,334181,157421,176760,21915,10672,11243,83315,37757,45558,52223,25229,26994,55304,25666,29638,89689,43217,46472,31735,14880,16855
KARNATAKA,Tamil Nadu,736821,359476,377345,37732,19550,18182,139004,68294,70710,119439,59378,60061,136947,65271,71676,207673,102727,104946,96026,44256,51770
KARNATAKA,Puducherry,3222,1598,1624,232,128,104,863,462,401,526,264,262,514,235,279,594,301,293,493,208,285
KARNATAKA,Andaman & Nicobar Islands,1106,502,604,120,55,65,458,216,242,159,84,75,121,52,69,78,31,47,170,64,106
GOA,Jammu & Kashmir,761,478,283,144,95,49,226,130,96,80,45,35,113,77,36,71,43,28,127,88,39
GOA,Himachal Pradesh,403,236,167,79,60,19,116,72,44,48,23,25,39,15,24,44,25,19,77,41,36
GOA,Punjab,797,441,356,138,77,61,260,135,125,143,86,57,103,61,42,101,58,43,52,24,28
GOA,Chandigarh,100,42,58,16,6,10,45,22,23,17,5,12,7,3,4,9,4,5,6,2,4
GOA,Uttarakhand,658,382,276,146,95,51,238,143,95,90,58,32,86,42,44,43,24,19,55,20,35
GOA,Haryana,953,509,444,172,94,78,374,202,172,166,87,79,97,53,44,48,29,19,96,44,52
GOA,NCT of Delhi,2503,1390,1113,382,232,150,958,536,422,449,231,218,379,205,174,196,102,94,139,84,55
GOA,Rajasthan,4830,2914,1916,769,522,247,1538,909,629,1054,612,442,754,444,310,415,246,169,300,181,119
GOA,Uttar Pradesh,20136,13719,6417,4406,3454,952,6179,4193,1986,3754,2443,1311,3107,1921,1186,1674,1094,580,1016,614,402
GOA,Bihar,8334,5671,2663,2351,1826,525,2580,1694,886,1530,975,555,999,638,361,362,235,127,512,303,209
GOA,Sikkim,31,16,15,10,6,4,8,2,6,6,3,3,2,1,1,2,1,1,3,3,0
GOA,Arunachal Pradesh,22,13,9,1,0,1,12,9,3,4,1,3,3,2,1,1,0,1,1,1,0
GOA,Nagaland,91,44,47,13,1,12,33,16,17,12,7,5,2,0,2,8,5,3,23,15,8
GOA,Manipur,268,197,71,104,92,12,72,47,25,39,21,18,14,9,5,2,1,1,37,27,10
GOA,Mizoram,23,12,11,1,1,0,11,4,7,10,7,3,0,0,0,1,0,1,0,0,0
GOA,Tripura,33,16,17,6,4,2,19,7,12,1,1,0,3,2,1,3,2,1,1,0,1
GOA,Meghalaya,49,22,27,23,6,17,10,7,3,6,2,4,5,4,1,3,1,2,2,2,0
GOA,Assam,1502,1179,323,455,365,90,689,556,133,194,151,43,67,46,21,39,20,19,58,41,17
GOA,West Bengal,5342,3653,1689,1492,1207,285,1805,1186,619,848,527,321,522,308,214,419,249,170,256,176,80
GOA,Jharkhand,3583,2633,950,1384,1139,245,1255,898,357,460,283,177,283,186,97,74,43,31,127,84,43
GOA,Odisha,4389,3186,1203,1364,1079,285,1742,1236,506,685,476,209,324,225,99,110,69,41,164,101,63
GOA,Chhattisgarh,916,542,374,401,268,133,347,188,159,81,45,36,50,25,25,10,4,6,27,12,15
GOA,Madhya Pradesh,2612,1589,1023,660,451,209,897,558,339,402,224,178,286,144,142,221,119,102,146,93,53
GOA,Gujarat,3720,1894,1826,501,322,179,1012,491,521,583,283,300,624,293,331,800,406,394,200,99,101
GOA,Daman & Diu,287,152,135,28,14,14,55,36,19,33,15,18,45,23,22,109,55,54,17,9,8
GOA,Dadra & Nagar Haveli,27,19,8,3,1,2,12,11,1,6,3,3,1,1,0,2,0,2,3,3,0
GOA,Maharashtra,71943,32987,38956,6205,3366,2839,14991,7051,7940,11161,5079,6082,13831,6022,7809,21621,9373,12248,4134,2096,2038
GOA,Andhra Pradesh,5652,2806,2846,904,465,439,1441,667,774,957,469,488,969,481,488,1078,574,504,303,150,153
GOA,Karnataka,116865,57100,59765,12346,6596,5750,24204,11514,12690,21218,9946,11272,24501,11560,12941,28118,14252,13866,6478,3232,3246
GOA,Lakshadweep,20,10,10,0,0,0,5,3,2,9,6,3,0,0,0,0,0,0,6,1,5
GOA,Kerala,8218,4200,4018,941,469,472,2063,961,1102,1381,664,717,1482,800,682,1954,1118,836,397,188,209
GOA,Tamil Nadu,4239,2218,2021,630,340,290,1231,625,606,683,337,346,684,383,301,740,391,349,271,142,129
GOA,Puducherry,59,28,31,13,6,7,9,5,4,9,3,6,20,9,11,7,5,2,1,0,1
GOA,Andaman & Nicobar Islands,323,159,164,81,42,39,154,74,80,32,13,19,33,18,15,18,10,8,5,2,3
LAKSHADWEEP,Jammu & Kashmir,6,4,2,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
LAKSHADWEEP,Punjab,6,4,2,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0
LAKSHADWEEP,Chandigarh,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Uttarakhand,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Haryana,5,2,3,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,NCT of Delhi,26,19,7,11,9,2,10,8,2,3,1,2,0,0,0,0,0,0,2,1,1
LAKSHADWEEP,Rajasthan,8,6,2,2,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Uttar Pradesh,11,5,6,3,2,1,6,2,4,0,0,0,0,0,0,2,1,1,0,0,0
LAKSHADWEEP,Bihar,12,10,2,7,5,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0
LAKSHADWEEP,Arunachal Pradesh,4,2,2,0,0,0,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0
LAKSHADWEEP,Mizoram,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Tripura,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Meghalaya,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Assam,5,5,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,West Bengal,121,117,4,103,103,0,4,4,0,3,2,1,1,1,0,2,0,2,8,7,1
LAKSHADWEEP,Jharkhand,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Odisha,23,17,6,11,11,0,6,3,3,1,1,0,1,0,1,0,0,0,4,2,2
LAKSHADWEEP,Chhattisgarh,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Madhya Pradesh,23,18,5,16,15,1,5,3,2,1,0,1,0,0,0,0,0,0,1,0,1
LAKSHADWEEP,Gujarat,56,47,9,34,28,6,20,17,3,1,1,0,0,0,0,0,0,0,1,1,0
LAKSHADWEEP,Daman & Diu,87,60,27,37,28,9,44,27,17,0,0,0,0,0,0,0,0,0,6,5,1
LAKSHADWEEP,Dadra & Nagar Haveli,119,94,25,47,39,8,67,50,17,1,1,0,0,0,0,0,0,0,4,4,0
LAKSHADWEEP,Maharashtra,563,546,17,368,364,4,96,91,5,22,19,3,35,30,5,8,8,0,34,34,0
LAKSHADWEEP,Andhra Pradesh,47,36,11,25,22,3,14,7,7,7,6,1,1,1,0,0,0,0,0,0,0
LAKSHADWEEP,Karnataka,137,86,51,42,28,14,25,18,7,13,7,6,17,9,8,28,17,11,12,7,5
LAKSHADWEEP,Goa,6,6,0,3,3,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
LAKSHADWEEP,Kerala,4379,2933,1446,1730,1382,348,1207,723,484,557,332,225,390,206,184,152,92,60,343,198,145
LAKSHADWEEP,Tamil Nadu,380,343,37,204,196,8,101,95,6,17,17,0,19,14,5,4,4,0,35,17,18
LAKSHADWEEP,Puducherry,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Andaman & Nicobar Islands,39,29,10,7,7,0,21,15,6,4,3,1,3,2,1,0,0,0,4,2,2
KERALA,Jammu & Kashmir,4293,2726,1567,328,223,105,737,498,239,434,302,132,525,357,168,474,328,146,1795,1018,777
KERALA,Himachal Pradesh,743,405,338,66,37,29,160,72,88,53,27,26,78,42,36,96,56,40,290,171,119
KERALA,Punjab,3402,1928,1474,363,212,151,744,393,351,502,281,221,804,447,357,719,417,302,270,178,92
KERALA,Chandigarh,423,213,210,59,34,25,127,62,65,75,32,43,80,43,37,67,32,35,15,10,5
KERALA,Uttarakhand,790,403,387,149,75,74,302,145,157,79,35,44,136,75,61,52,33,19,72,40,32
KERALA,Haryana,2228,1214,1014,386,212,174,652,319,333,326,169,157,421,231,190,226,126,100,217,157,60
KERALA,NCT of Delhi,15303,7645,7658,2223,1077,1146,4646,2260,2386,2723,1324,1399,3202,1622,1580,1633,909,724,876,453,423
KERALA,Rajasthan,8893,5193,3700,1295,834,461,2821,1704,1117,1729,947,782,1656,896,760,790,455,335,602,357,245
KERALA,Uttar Pradesh,12203,7909,4294,2515,1797,718,4216,2867,1349,1633,951,682,1772,1019,753,1242,724,518,825,551,274
KERALA,Bihar,9904,7523,2381,2590,2178,412,3955,3187,768,1089,777,312,1000,566,434,597,326,271,673,489,184
KERALA,Sikkim,196,112,84,21,15,6,38,21,17,27,13,14,54,26,28,39,24,15,17,13,4
KERALA,Arunachal Pradesh,738,388,350,69,33,36,196,100,96,135,71,64,197,112,85,102,49,53,39,23,16
KERALA,Nagaland,1104,640,464,115,75,40,268,165,103,201,108,93,269,146,123,187,105,82,64,41,23
KERALA,Manipur,608,375,233,105,72,33,251,151,100,86,53,33,73,42,31,44,29,15,49,28,21
KERALA,Mizoram,156,82,74,19,12,7,46,23,23,24,9,15,30,16,14,31,18,13,6,4,2
KERALA,Tripura,232,150,82,33,25,8,67,50,17,37,19,18,58,32,26,26,15,11,11,9,2
KERALA,Meghalaya,410,221,189,55,31,24,119,66,53,64,33,31,73,36,37,62,35,27,37,20,17
